Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
CLEMENTI PARK,"9,700,000","6,999.83","1,386",28 Feb 2020,33 SUNSET HEIGHTS,Resale,Land,650.3,"14,916",-,Detached House,1,Freehold,2013,Private,597415,21,59,West Region,Clementi
DAINTREE RESIDENCE,"1,739,010","1,044.11","1,666",28 Feb 2020,11D TOH TUCK ROAD #05-21,New Sale,Strata,97,"17,928",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,HDB,596126,21,59,Central Region,Bukit Timah
STRATFORD COURT,"1,230,000","1,689.95",728,28 Feb 2020,41A BEDOK RIA CRESCENT #04-18,Resale,Strata,157,"7,834",-,Condominium,1,99 yrs from 23/06/1995,1998,Private,489929,16,48,East Region,Bedok
MARINA ONE RESIDENCES,"2,546,716","1,173.28","2,171",28 Feb 2020,23 MARINA WAY #13-33,Resale,Strata,109,"23,364",-,Apartment,1,99 yrs from 01/07/2011,2017,N.A,018979,01,01,Central Region,Downtown Core
BLOSSOM VIEW,"910,000",990.29,919,28 Feb 2020,31 LORONG 26 GEYLANG #02-04,Resale,Strata,92,"9,891",-,Apartment,1,Freehold,1997,HDB,398498,14,39,Central Region,Geylang
TREVISTA,"2,480,000","1,786.82","1,388",28 Feb 2020,23 LORONG 3 TOA PAYOH #36-08,Resale,Strata,166,"14,940",-,Condominium,1,99 yrs from 15/07/2008,2011,Private,319582,12,31,Central Region,Toa Payoh
NOTTINGHILL SUITES,"590,000",398.27,"1,481",28 Feb 2020,29A TOH TUCK ROAD #01-33,Resale,Strata,37,"15,946",-,Apartment,1,Freehold,2014,HDB,596195,21,59,Central Region,Bukit Timah
KERRISDALE,"1,270,000",990.29,"1,282",28 Feb 2020,36 STURDEE ROAD #19-14,Resale,Strata,92,"13,804",-,Condominium,1,99 yrs from 02/04/1998,2005,HDB,207855,08,20,Central Region,Kallang
SWISS CLUB PARK,"13,000,000","8,830.79","1,472",28 Feb 2020,2 SWISS CLUB AVENUE,Resale,Land,820.4,"15,846",-,Detached House,1,Freehold,1976,Private,288211,11,28,Central Region,Bukit Timah
THE TENNERY,"900,000",861.12,"1,045",28 Feb 2020,5 WOODLANDS ROAD #07-21,Resale,Strata,80,"11,250",-,Apartment,1,99 yrs from 24/05/2010,2014,HDB,677903,23,67,West Region,Choa Chu Kang
PARC CANBERRA,"1,268,000","1,184.04","1,071",28 Feb 2020,11 CANBERRA WALK #05-23,New Sale,Strata,110,"11,527",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756946,27,75,North Region,Sembawang
WATERBANK AT DAKOTA,"2,000,000","1,431.61","1,397",28 Feb 2020,72 DAKOTA CRESCENT #01-07,Resale,Strata,133,"15,038",-,Condominium,1,99 yrs from 07/12/2009,2013,Private,399942,14,39,Central Region,Geylang
BOTANNIA,"1,560,000","1,302.44","1,198",28 Feb 2020,29B WEST COAST PARK #07-22,Resale,Strata,121,"12,893",-,Condominium,1,956 yrs from 27/05/1928,2009,HDB,127724,05,12,West Region,Clementi
BUCKLEY 18,"3,600,000","2,572.6","1,399",28 Feb 2020,18 BUCKLEY ROAD #05-09,Resale,Strata,239,"15,063",-,Apartment,1,Freehold,2009,Private,309776,11,30,Central Region,Novena
AVILA GARDENS,"1,530,000","1,754.53",872,28 Feb 2020,11 FLORA ROAD #07-02,Resale,Strata,163,"9,387",-,Condominium,1,Freehold,1995,HDB,509732,17,50,East Region,Pasir Ris
TREASURE AT TAMPINES,"896,000",613.55,"1,460",28 Feb 2020,55 TAMPINES LANE #12-189,New Sale,Strata,57,"15,719",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528458,18,52,East Region,Tampines
QUEENS PEAK,"3,300,000","2,002.1","1,648",28 Feb 2020,3 DUNDEE ROAD #40-18,New Sale,Strata,186,"17,742",-,Condominium,1,99 yrs from 28/09/2015,Uncompleted,N.A,149457,03,14,Central Region,Queenstown
RIVERPARC RESIDENCE,"1,200,000","1,345.5",892,28 Feb 2020,92 PUNGGOL DRIVE #15-06,Resale,Strata,125,"9,600",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,Private,828795,19,82,North East Region,Punggol
N.A.,"12,300,000","5,582.21","2,203",28 Feb 2020,25 ROBIN CLOSE,Resale,Land,518.6,"23,718",-,Detached House,1,Freehold,2016,Private,258306,10,25,Central Region,Tanglin
THE INFLORA,"520,000",473.62,"1,098",28 Feb 2020,53 FLORA DRIVE #01-12,Resale,Strata,44,"11,818",-,Condominium,1,99 yrs from 25/05/2012,2016,N.A,506863,17,50,East Region,Pasir Ris
THE SAIL @ MARINA BAY,"1,200,000",667.37,"1,798",28 Feb 2020,2 MARINA BOULEVARD #57-11,Resale,Strata,62,"19,355",-,Apartment,1,99 yrs from 12/08/2002,2008,HDB,018987,01,01,Central Region,Downtown Core
FORESQUE RESIDENCES,"800,000",667.37,"1,199",28 Feb 2020,101 PETIR ROAD #09-01,Resale,Strata,62,"12,903",-,Condominium,1,99 yrs from 10/01/2011,2014,Private,678272,23,67,West Region,Bukit Panjang
KENT RIDGE HILL RESIDENCES,"1,004,000",645.84,"1,555",28 Feb 2020,52 SOUTH BUONA VISTA ROAD #05-28,New Sale,Strata,60,"16,733",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,HDB,118168,05,11,Central Region,Queenstown
THE M,"1,822,400",753.48,"2,419",28 Feb 2020,36 MIDDLE ROAD #07-33,New Sale,Strata,70,"26,034",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188945,07,18,Central Region,Downtown Core
THE M,"1,712,900",764.24,"2,241",28 Feb 2020,36 MIDDLE ROAD #05-30,New Sale,Strata,71,"24,125",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,188945,07,18,Central Region,Downtown Core
GENTLE VILLAS,"2,900,000","2,230.3","1,300",28 Feb 2020,63 GENTLE DRIVE,Resale,Land,207.2,"13,996",-,Semi-Detached House,1,99 yrs from 27/01/1993,1995,Private,309266,11,30,Central Region,Novena
TREASURE AT TAMPINES,"919,000",678.13,"1,355",28 Feb 2020,49 TAMPINES LANE #08-168,New Sale,Strata,63,"14,587",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528461,18,52,East Region,Tampines
THE COSMOPOLITAN,"3,188,000","1,323.97","2,408",28 Feb 2020,200 KIM SENG ROAD #28-04,Resale,Strata,123,"25,919",-,Condominium,1,Freehold,2008,Private,239471,09,23,Central Region,Singapore River
N.A.,"6,200,000","3,106.49","1,996",28 Feb 2020,18A KING'S ROAD,Resale,Land,288.6,"21,483",-,Semi-Detached House,1,Freehold,1998,Private,268170,10,26,Central Region,Bukit Timah
PARC ESTA,"1,483,000",925.7,"1,602",28 Feb 2020,904 SIMS AVENUE #12-26,New Sale,Strata,86,"17,244",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408968,14,40,Central Region,Geylang
TREASURE AT TAMPINES,"1,143,000",914.94,"1,249",28 Feb 2020,55 TAMPINES LANE #07-194,New Sale,Strata,85,"13,447",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528458,18,52,East Region,Tampines
PAVILION SQUARE,"550,000",398.27,"1,381",28 Feb 2020,345 GEYLANG ROAD #06-02,Sub Sale,Strata,37,"14,865",-,Apartment,1,Freehold,2018,Private,389366,14,38,Central Region,Geylang
CARABELLE,"1,500,000","1,130.22","1,327",28 Feb 2020,61 WEST COAST WAY #05-19,Resale,Strata,105,"14,286",-,Condominium,1,956 yrs from 27/05/1928,2009,HDB,127020,05,12,West Region,Clementi
JADESCAPE,"1,804,700","1,054.87","1,711",28 Feb 2020,4 SHUNFU ROAD #11-11,New Sale,Strata,98,"18,415",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,N.A,575743,20,57,Central Region,Bishan
PARC CANBERRA,"1,144,000","1,001.05","1,143",28 Feb 2020,9 CANBERRA WALK #08-20,New Sale,Strata,93,"12,301",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756945,27,75,North Region,Sembawang
HILLTOPS,"3,600,000","1,248.62","2,883",28 Feb 2020,101 CAIRNHILL CIRCLE #11-07,Resale,Strata,116,"31,034",-,Condominium,1,Freehold,2011,Private,229809,09,22,Central Region,Newton
THE PEAK,"6,800,000","5,500.4","1,236",28 Feb 2020,33 PEPYS ROAD #B1-02,Resale,Strata,511,"13,307",-,Condominium,1,Freehold,1988,HDB,118454,05,11,Central Region,Queenstown
TWIN VEW,"1,637,000","1,140.98","1,435",28 Feb 2020,91 WEST COAST VALE #27-05,New Sale,Strata,106,"15,443",-,Apartment,1,99 yrs from 15/05/2017,Uncompleted,HDB,126755,05,12,West Region,Clementi
PALM ISLES,"720,000",785.77,916,28 Feb 2020,34 FLORA DRIVE #04-18,Resale,Strata,73,"9,863",-,Condominium,1,99 yrs from 14/09/2011,2015,HDB,506893,17,50,East Region,Pasir Ris
N.A.,"2,388,000","1,499.43","1,593",28 Feb 2020,93 MACPHERSON ROAD,Resale,Land,139.3,"17,143",-,Terrace House,1,Freehold,1963,Private,348492,13,34,Central Region,Toa Payoh
PARC CANBERRA,"1,497,000","1,453.14","1,030",28 Feb 2020,13 CANBERRA WALK #01-27,New Sale,Strata,135,"11,089",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,756947,27,75,North Region,Sembawang
SEASONS PARK,"1,090,000","1,248.62",873,28 Feb 2020,493 YIO CHU KANG ROAD #06-02,Resale,Strata,116,"9,397",-,Condominium,1,99 yrs from 01/03/1995,1997,N.A,787079,26,78,North East Region,Ang Mo Kio
THE ALPS RESIDENCES,"670,000",505.91,"1,324",28 Feb 2020,107 TAMPINES STREET 86 #07-14,Sub Sale,Strata,47,"14,255",-,Condominium,1,99 yrs from 03/08/2015,2019,HDB,528533,18,52,East Region,Tampines
THE TAPESTRY,"865,920",602.78,"1,437",28 Feb 2020,61 TAMPINES STREET 86 #06-42,New Sale,Strata,56,"15,463",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,N.A,528510,18,52,East Region,Tampines
VA RESIDENCES,"818,000",624.31,"1,310",28 Feb 2020,9 BOON TECK ROAD #05-03,Resale,Strata,58,"14,103",-,Apartment,1,Freehold,2016,Private,329583,12,32,Central Region,Novena
TROPICANA CONDOMINIUM,"1,200,000","1,291.68",929,28 Feb 2020,2 JALAN TIGA RATUS #01-01,Resale,Strata,120,"10,000",-,Condominium,1,999 yrs from 06/07/1885,1994,Private,488067,16,48,East Region,Tampines
THE M,"1,489,000",624.31,"2,385",28 Feb 2020,30 MIDDLE ROAD #20-07,New Sale,Strata,58,"25,672",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,188940,07,18,Central Region,Downtown Core
QUEENS,"1,500,000","1,184.04","1,267",28 Feb 2020,10 STIRLING ROAD #11-04,Resale,Strata,110,"13,636",-,Condominium,1,99 yrs from 16/02/1998,2002,HDB,148954,03,14,Central Region,Queenstown
PARC CANBERRA,"867,000",818.06,"1,060",28 Feb 2020,19 CANBERRA WALK #05-40,New Sale,Strata,76,"11,408",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
SELETAR HILLS ESTATE,"4,900,000","3,440.17","1,424",28 Feb 2020,83 JALAN REDOP,Resale,Land,319.6,"15,332",-,Semi-Detached House,1,999 yrs from 01/01/1879,2019,Private,808629,28,80,North East Region,Serangoon
PARC CANBERRA,"1,399,000","1,399.32","1,000",28 Feb 2020,7 CANBERRA WALK #11-15,New Sale,Strata,130,"10,762",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757066,27,75,North Region,Sembawang
THE TRE VER,"2,098,000","1,334.74","1,572",28 Feb 2020,70 POTONG PASIR AVENUE 1 #04-41,New Sale,Strata,124,"16,919",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,N.A,358396,13,35,Central Region,Toa Payoh
TREASURE AT TAMPINES,"847,000",592.02,"1,431",28 Feb 2020,15 TAMPINES LANE #08-58,New Sale,Strata,55,"15,400",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528478,18,52,East Region,Tampines
N.A.,"1,600,000","1,367.03","1,170",28 Feb 2020,165Q MOULMEIN ROAD,Resale,Strata,127,"12,598",-,Apartment,1,999 yrs from 01/06/1966,-,Private,308091,11,30,Central Region,Novena
THE M,"1,701,500",764.24,"2,226",28 Feb 2020,36 MIDDLE ROAD #04-30,New Sale,Strata,71,"23,965",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,188945,07,18,Central Region,Downtown Core
TREASURE AT TAMPINES,"824,000",581.26,"1,418",28 Feb 2020,41 TAMPINES LANE #04-136,New Sale,Strata,54,"15,259",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528465,18,52,East Region,Tampines
AMBER PARK,"1,249,830",462.85,"2,700",28 Feb 2020,16 AMBER GARDENS #20-05,New Sale,Strata,43,"29,066",-,Condominium,1,Freehold,Uncompleted,N.A,439961,15,43,Central Region,Marine Parade
HILLSGROVE,"2,430,000","4,531.64",536,28 Feb 2020,5F HILLSIDE DRIVE,Resale,Strata,421,"5,772",-,Semi-Detached House,1,999 yrs from 02/12/1878,2013,HDB,544768,19,54,North East Region,Hougang
BLUWATERS 2,"839,000",871.88,962,28 Feb 2020,205 JALAN LOYANG BESAR #04-07,Resale,Strata,81,"10,358",-,Condominium,1,946 yrs from 01/01/1938,2010,Private,509456,17,50,East Region,Pasir Ris
MAYFLOWER GARDENS,"4,100,000","4,084.94","1,004",28 Feb 2020,20 MAYFLOWER ROAD,Resale,Land,379.5,"10,804",-,Terrace House,1,Freehold,-,Private,568609,20,56,North East Region,Ang Mo Kio
GLOUCESTER MANSIONS,"3,338,000","2,045.16","1,632",28 Feb 2020,10 NEWTON ROAD #16-01,Resale,Strata,190,"17,568",-,Apartment,1,Freehold,1999,Private,307947,11,30,Central Region,Novena
PARC BOTANNIA,"1,887,144","1,453.14","1,299",28 Feb 2020,10 FERNVALE STREET #17-06,New Sale,Strata,135,"13,979",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,Private,797390,28,79,North East Region,Sengkang
CITY LOFT,"570,000",365.98,"1,557",28 Feb 2020,363 RACE COURSE ROAD #03-06,Resale,Strata,34,"16,765",-,Apartment,1,Freehold,2012,HDB,218636,08,21,Central Region,Kallang
SEASIDE RESIDENCES,"2,537,520","1,205.57","2,105",28 Feb 2020,12 SIGLAP LINK #25-15,New Sale,Strata,112,"22,656",-,Apartment,1,99 yrs from 18/04/2016,Uncompleted,N.A,448870,15,44,East Region,Bedok
SEASIDE RESIDENCES,"980,800",505.91,"1,939",28 Feb 2020,18 SIGLAP LINK #19-33,New Sale,Strata,47,"20,868",-,Apartment,1,99 yrs from 18/04/2016,Uncompleted,HDB,448873,15,44,East Region,Bedok
AUSTVILLE RESIDENCES,"868,000","1,033.34",840,28 Feb 2020,15 SENGKANG EAST AVENUE #04-13,Resale,Strata,96,"9,042",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544806,19,54,North East Region,Sengkang
PARC BOTANNIA,"1,337,700",979.52,"1,366",28 Feb 2020,10 FERNVALE STREET #13-03,New Sale,Strata,91,"14,700",-,Condominium,1,99 yrs from 28/12/2016,Uncompleted,Private,797390,28,79,North East Region,Sengkang
GRAND CHATEAU,"1,300,000","1,237.86","1,050",28 Feb 2020,2 JALAN RAJAWALI #06-05,Resale,Strata,115,"11,304",-,Condominium,1,Freehold,1996,Private,598435,21,59,Central Region,Bukit Timah
SUNSHINE PLAZA,"1,200,000",914.94,"1,312",28 Feb 2020,10 PRINSEP LINK #06-20,Resale,Strata,85,"14,118",-,Apartment,1,99 yrs from 19/03/1997,2001,Private,187948,07,18,Central Region,Rochor
CITY SQUARE RESIDENCES,"2,238,888","1,517.72","1,475",28 Feb 2020,12 KITCHENER LINK #04-25,Resale,Strata,141,"15,879",-,Condominium,1,Freehold,2008,Private,207224,08,20,Central Region,Kallang
WATERVIEW,"1,150,000","1,184.04",971,28 Feb 2020,95 TAMPINES AVENUE 1 #02-47,Resale,Strata,110,"10,455",-,Condominium,1,99 yrs from 16/06/2010,2014,HDB,528692,18,52,East Region,Tampines
THE M,"1,586,900",667.37,"2,378",28 Feb 2020,36 MIDDLE ROAD #10-32,New Sale,Strata,62,"25,595",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188945,07,18,Central Region,Downtown Core
THE TRE VER,"1,750,000","1,097.93","1,594",28 Feb 2020,64 POTONG PASIR AVENUE 1 #09-22,New Sale,Strata,102,"17,157",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,Private,358393,13,35,Central Region,Toa Payoh
AFFINITY AT SERANGOON,"1,221,660",753.48,"1,621",28 Feb 2020,20 SERANGOON NORTH AVENUE 1 #14-17,New Sale,Strata,70,"17,452",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554337,19,55,North East Region,Serangoon
N.A.,"2,780,000","2,464.96","1,128",28 Feb 2020,115 BEDOK ROAD,Resale,Land,229,"12,140",-,Terrace House,1,Freehold,1992,Private,469390,16,46,East Region,Bedok
JADESCAPE,"910,800",527.44,"1,727",28 Feb 2020,2 SHUNFU ROAD #10-06,New Sale,Strata,49,"18,588",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575742,20,57,Central Region,Bishan
THE M,"1,770,300",721.19,"2,455",29 Feb 2020,38 MIDDLE ROAD #14-43,New Sale,Strata,67,"26,422",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,188947,07,18,Central Region,Downtown Core
TREASURE AT TAMPINES,"845,000",592.02,"1,427",29 Feb 2020,41 TAMPINES LANE #08-137,New Sale,Strata,55,"15,364",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528465,18,52,East Region,Tampines
THE TRE VER,"1,776,000","1,108.69","1,602",29 Feb 2020,66 POTONG PASIR AVENUE 1 #19-31,New Sale,Strata,103,"17,243",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,Private,358394,13,35,Central Region,Toa Payoh
TREASURE AT TAMPINES,"1,634,000","1,237.86","1,320",29 Feb 2020,41 TAMPINES LANE #05-138,New Sale,Strata,115,"14,209",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528465,18,52,East Region,Tampines
TREASURE AT TAMPINES,"847,000",581.26,"1,457",29 Feb 2020,43 TAMPINES LANE #10-145,New Sale,Strata,54,"15,685",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528464,18,52,East Region,Tampines
VERTICUS,"976,000",441.32,"2,212",29 Feb 2020,3 JALAN KEMAMAN #24-07,New Sale,Strata,41,"23,805",-,Apartment,1,Freehold,Uncompleted,Private,329343,12,32,Central Region,Novena
PARC CLEMATIS,"1,043,000",688.9,"1,514",29 Feb 2020,8B JALAN LEMPENG #03-31,New Sale,Strata,64,"16,297",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128824,05,12,West Region,Clementi
VERTICUS,"884,000",441.32,"2,003",29 Feb 2020,3 JALAN KEMAMAN #10-07,New Sale,Strata,41,"21,561",-,Apartment,1,Freehold,Uncompleted,Private,329343,12,32,Central Region,Novena
PARC ESTA,"1,215,000",742.72,"1,636",29 Feb 2020,914 SIMS AVENUE #02-62,New Sale,Strata,69,"17,609",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408973,14,40,Central Region,Geylang
PARC CLEMATIS,"745,000",452.09,"1,648",29 Feb 2020,8B JALAN LEMPENG #14-26,New Sale,Strata,42,"17,738",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128824,05,12,West Region,Clementi
DAINTREE RESIDENCE,"1,638,430","1,001.05","1,637",29 Feb 2020,11L TOH TUCK ROAD #01-60,New Sale,Strata,93,"17,618",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,N.A,596133,21,59,Central Region,Bukit Timah
SKY EVERTON,"2,550,000",958,"2,662",29 Feb 2020,50 EVERTON ROAD #21-03,New Sale,Strata,89,"28,652",-,Apartment,1,Freehold,Uncompleted,Private,089396,02,08,Central Region,Bukit Merah
TREASURE AT TAMPINES,"956,000",678.13,"1,410",29 Feb 2020,3 TAMPINES LANE #06-09,New Sale,Strata,63,"15,175",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528483,18,52,East Region,Tampines
PARC CLEMATIS,"1,112,000",721.19,"1,542",29 Feb 2020,8 JALAN LEMPENG #03-14,New Sale,Strata,67,"16,597",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128796,05,12,West Region,Clementi
PARC CLEMATIS,"1,362,000",828.83,"1,643",29 Feb 2020,8B JALAN LEMPENG #18-33,New Sale,Strata,77,"17,688",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128824,05,12,West Region,Clementi
PARC CLEMATIS,"1,376,000",861.12,"1,598",29 Feb 2020,8C JALAN LEMPENG #17-34,New Sale,Strata,80,"17,200",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128825,05,12,West Region,Clementi
PARC CLEMATIS,"1,693,000","1,044.11","1,621",29 Feb 2020,8E JALAN LEMPENG #06-57,New Sale,Strata,97,"17,454",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128827,05,12,West Region,Clementi
PARC CLEMATIS,"1,383,000",914.94,"1,512",29 Feb 2020,8F JALAN LEMPENG #04-58,New Sale,Strata,85,"16,271",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,126740,05,12,West Region,Clementi
PARC CLEMATIS,"1,395,000",914.94,"1,525",29 Feb 2020,8F JALAN LEMPENG #09-58,New Sale,Strata,85,"16,412",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,126740,05,12,West Region,Clementi
PARC CLEMATIS,"1,417,000",914.94,"1,549",29 Feb 2020,8F JALAN LEMPENG #14-58,New Sale,Strata,85,"16,671",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,126740,05,12,West Region,Clementi
PARC ESTA,"994,000",527.44,"1,885",29 Feb 2020,902 SIMS AVENUE #16-16,New Sale,Strata,49,"20,286",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408967,14,40,Central Region,Geylang
TREASURE AT TAMPINES,"955,000",678.13,"1,408",29 Feb 2020,55 TAMPINES LANE #05-189,New Sale,Strata,63,"15,159",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528458,18,52,East Region,Tampines
THE GARDEN RESIDENCES,"1,443,600","1,044.11","1,383",29 Feb 2020,9 SERANGOON NORTH VIEW #15-43,New Sale,Strata,97,"14,882",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,N.A,554347,19,55,North East Region,Serangoon
THE FLORENCE RESIDENCES,"738,000",484.38,"1,524",29 Feb 2020,97 HOUGANG AVENUE 2 #08-81,New Sale,Strata,45,"16,400",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,533753,19,53,North East Region,Hougang
AVENUE SOUTH RESIDENCE,"2,203,000","1,108.69","1,987",29 Feb 2020,13 SILAT AVENUE #24-41,New Sale,Strata,103,"21,388",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,168878,03,16,Central Region,Bukit Merah
JADESCAPE,"1,825,300","1,054.87","1,730",29 Feb 2020,6 SHUNFU ROAD #19-21,New Sale,Strata,98,"18,626",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575744,20,57,Central Region,Bishan
TREASURE AT TAMPINES,"1,113,000",914.94,"1,216",29 Feb 2020,45 TAMPINES LANE #02-151,New Sale,Strata,85,"13,094",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528463,18,52,East Region,Tampines
TREASURE AT TAMPINES,"690,000",462.85,"1,491",29 Feb 2020,49 TAMPINES LANE #11-165,New Sale,Strata,43,"16,047",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528461,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,289,000","1,033.34","1,247",29 Feb 2020,37 TAMPINES LANE #03-119,New Sale,Strata,96,"13,427",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528467,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,378,000","1,011.82","1,362",29 Feb 2020,13 TAMPINES LANE #08-53,New Sale,Strata,94,"14,660",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528479,18,52,East Region,Tampines
VERTICUS,"879,000",441.32,"1,992",29 Feb 2020,3 JALAN KEMAMAN #08-07,New Sale,Strata,41,"21,439",-,Apartment,1,Freehold,Uncompleted,HDB,329343,12,32,Central Region,Novena
THE M,"1,735,500",764.24,"2,271",29 Feb 2020,36 MIDDLE ROAD #07-30,New Sale,Strata,71,"24,444",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188945,07,18,Central Region,Downtown Core
THE TRE VER,"1,664,000","1,108.69","1,501",29 Feb 2020,66 POTONG PASIR AVENUE 1 #05-31,New Sale,Strata,103,"16,155",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,Private,358394,13,35,Central Region,Toa Payoh
TREASURE AT TAMPINES,"855,000",592.02,"1,444",29 Feb 2020,11 TAMPINES LANE #10-45,New Sale,Strata,55,"15,545",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528480,18,52,East Region,Tampines
TREASURE AT TAMPINES,"985,000",678.13,"1,453",29 Feb 2020,45 TAMPINES LANE #10-148,New Sale,Strata,63,"15,635",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528463,18,52,East Region,Tampines
MARTIN MODERN,"2,290,000",764.24,"2,996",29 Feb 2020,10 MARTIN PLACE #30-09,New Sale,Strata,71,"32,254",-,Condominium,1,99 yrs from 28/09/2016,Uncompleted,N.A,237963,09,23,Central Region,River Valley
